month,min_temp,max_temp,sunrise,sunset,moonrise,moonset,wind_speed(km/h),wind_dir,rain(mm),humidity(%),cloud(%),pressure(mb),current_weather,weather
5,26,34,5,18,0,11,9,135.0,0.0,79,30,1002,0,1
5,26,34,5,18,0,12,8,112.5,2.4,78,28,1001,1,1
5,25,35,5,18,1,13,8,112.5,32.6,81,36,1003,1,1
5,23,27,5,18,1,13,7,67.5,29.4,82,72,1008,1,0
5,22,32,5,18,2,14,7,112.5,0.0,70,20,1006,0,1
5,23,33,5,18,2,15,5,135.0,0.1,72,18,1005,1,0
5,25,34,5,18,3,16,6,135.0,0.0,70,19,1005,0,1
5,26,34,5,18,4,17,7,112.5,3.4,74,43,1005,1,1
5,27,35,5,18,4,18,7,112.5,6.8,74,45,1003,1,1
5,26,31,5,18,5,18,9,112.5,26.7,83,54,1003,1,1
5,26,31,5,18,6,19,9,135.0,34.5,86,71,1003,1,1
5,25,28,5,18,7,20,5,135.0,37.3,95,67,1002,1,1
5,25,31,5,18,7,21,4,90.0,12.9,85,64,1002,1,1
5,24,29,5,18,8,22,8,67.5,22.3,86,73,1004,1,1
5,23,26,5,18,9,22,9,292.5,34.0,87,83,1007,1,1
5,23,30,5,18,10,23,4,247.5,0.4,77,63,1007,1,1
5,24,33,5,18,11,0,6,202.5,2.5,74,53,1006,1,1
5,26,32,5,18,12,0,6,135.0,9.4,77,58,1006,1,1
5,25,29,5,18,13,0,8,157.5,17.0,78,69,1007,1,1
5,24,31,5,18,14,1,5,157.5,10.0,69,71,1007,1,1
6,25,32,5,18,15,2,4,135.0,7.1,75,75,1007,1,1
6,25,29,5,18,16,3,6,112.5,6.1,79,80,1005,1,1
6,25,31,5,18,17,3,5,112.5,5.6,80,62,1002,1,1
6,26,33,5,18,18,4,5,135.0,4.0,79,52,1001,1,1
6,26,34,5,18,19,5,8,135.0,9.6,78,44,1001,1,1
6,27,35,5,18,20,7,7,112.5,13.4,79,58,1000,1,1
6,27,32,5,18,21,8,8,135.0,7.1,79,55,1001,1,1
6,26,32,5,18,22,9,6,112.5,14.4,75,63,1002,1,1
6,26,34,5,18,22,10,6,135.0,2.5,73,53,1001,1,1
6,28,35,5,18,23,11,7,202.5,1.2,67,54,999,1,1
6,29,34,5,18,0,11,8,247.5,0.2,70,39,999,1,0
6,28,36,5,18,0,12,7,135.0,0.0,64,32,1000,0,0
6,27,35,5,18,0,13,4,112.5,0.0,72,58,999,0,1
6,28,37,5,18,1,14,7,337.5,3.9,69,42,999,1,1
6,27,33,5,18,2,15,9,337.5,16.3,70,68,1000,1,0
6,26,36,5,18,2,16,10,157.5,0.0,63,21,1000,0,0
6,27,35,5,18,3,16,8,180.0,0.0,57,12,1000,0,1
6,27,37,5,18,4,17,6,135.0,0.1,56,19,999,1,0
6,28,36,5,18,4,18,6,202.5,0.1,67,31,997,0,1
6,27,31,5,18,5,19,5,292.5,8.3,83,79,1000,1,1
6,26,35,5,18,6,20,3,247.5,6.8,75,64,1001,1,1
6,27,35,5,18,7,20,6,180.0,2.3,82,68,1001,1,1
6,26,32,5,18,8,21,6,180.0,1.0,86,60,999,1,1
6,26,34,5,18,9,22,8,225.0,0.1,70,42,999,1,1
6,26,34,5,18,10,22,7,225.0,3.0,66,35,999,1,1
6,27,36,5,18,11,23,6,225.0,0.5,66,48,999,1,0
6,27,35,5,18,12,0,6,180.0,0.0,68,47,1000,0,1
6,27,35,5,18,13,0,6,157.5,19.5,80,67,1002,1,1
6,26,35,5,18,14,0,6,112.5,4.1,75,37,1001,1,1
6,27,33,5,18,15,1,5,135.0,6.6,79,54,1001,1,1
7,26,30,5,18,16,2,3,135.0,16.8,85,68,1004,1,1
7,25,31,5,18,17,3,6,90.0,18.3,81,61,1005,1,1
7,25,32,5,18,18,4,7,112.5,2.2,78,54,1003,1,1
7,25,32,5,18,19,5,7,112.5,2.3,80,63,1003,1,1
7,25,33,5,18,20,6,7,112.5,1.8,76,49,1003,1,1
7,26,33,5,18,20,7,8,135.0,1.4,70,44,1003,1,1
7,27,32,5,18,21,8,9,135.0,10.1,79,60,1002,1,1
7,27,33,5,18,22,9,10,135.0,5.2,79,58,1003,1,1
7,26,34,5,18,22,10,8,135.0,5.0,78,36,1005,1,1
7,26,35,5,18,23,11,8,135.0,1.1,77,30,1004,1,1
7,26,35,5,18,24,12,10,135.0,4.4,80,42,1003,1,1
7,27,35,5,18,0,13,11,135.0,2.0,81,52,1004,1,0
7,27,35,5,18,0,13,9,135.0,0.5,78,32,1003,0,0
7,27,36,5,18,1,14,6,112.5,0.0,74,22,1001,0,0
7,28,38,5,18,2,15,6,135.0,0.0,70,18,1002,0,0
7,28,38,5,18,2,16,5,202.5,0.0,66,19,1002,0,0
7,27,35,5,18,3,17,7,270.0,0.0,72,23,1002,0,1
7,27,35,5,18,4,18,5,180.0,9.0,74,54,1003,1,1
7,27,34,5,18,5,18,7,135.0,14.2,80,58,1004,1,1
7,26,34,5,18,6,19,6,135.0,14.8,79,49,1005,1,0
7,27,36,5,18,7,20,5,135.0,0.0,73,24,1002,0,0
7,27,37,5,18,8,20,7,202.5,12.8,73,24,998,0,1
7,27,33,5,18,9,21,8,247.5,17.9,81,71,998,1,1
7,26,35,5,18,10,22,8,270.0,11.9,75,56,997,1,1
7,26,31,5,18,11,22,7,157.5,28.2,87,73,998,1,1
7,26,31,5,18,12,23,6,90.0,6.8,91,64,1002,1,1
7,26,35,5,18,13,0,5,135.0,20.7,82,57,1001,1,1
7,26,31,5,18,14,0,4,112.5,29.4,86,70,1003,1,1
7,25,31,5,18,15,1,6,112.5,25.6,82,65,1003,1,1
7,25,31,5,18,16,2,6,90.0,12.0,84,62,1001,1,1
7,25,33,5,18,17,3,5,112.5,5.0,83,49,1000,1,1
8,25,35,5,18,17,4,4,202.5,0.3,76,21,1000,1,1
8,27,36,5,18,18,5,7,225.0,2.1,74,31,1000,1,1
8,27,35,5,18,19,6,6,247.5,3.4,71,34,1001,1,0
8,27,36,5,18,20,7,5,270.0,0.0,70,16,1000,0,0
8,27,37,5,18,20,8,7,225.0,0.0,71,18,1000,0,1
8,26,28,5,18,21,9,4,202.5,15.9,91,78,1000,1,1
8,24,26,5,18,21,10,11,247.5,45.5,96,92,1001,1,1
8,26,30,5,18,22,10,8,157.5,28.8,81,69,1002,1,1
8,25,32,5,18,23,11,4,157.5,13.9,90,66,1001,1,1
8,26,32,5,18,24,12,5,247.5,5.5,85,56,1003,1,1
8,26,33,5,18,0,13,5,202.5,1.3,79,34,1003,1,1
8,26,35,5,18,0,14,5,180.0,0.5,78,26,1002,1,1
8,26,34,5,18,1,15,5,112.5,12.4,84,60,1001,1,1
8,26,33,5,18,2,15,5,112.5,13.1,86,54,1003,1,1
8,26,33,5,18,3,16,4,157.5,20.3,82,60,1004,1,0
8,26,35,5,18,4,17,5,247.5,4.6,80,25,1003,0,1
8,26,33,5,18,5,18,12,292.5,15.8,84,58,999,1,1
8,24,29,5,18,6,18,13,157.5,89.5,95,66,1001,1,1
8,24,31,5,18,7,19,6,90.0,19.1,90,63,1007,1,1
8,25,33,5,18,8,20,5,135.0,1.2,85,48,1005,1,1
8,25,34,5,18,8,20,6,112.5,5.9,86,50,1005,1,1
8,26,30,5,18,10,21,8,270.0,11.0,87,59,1007,1,1
8,24,31,5,18,11,22,9,180.0,4.5,82,50,1008,1,1
8,23,31,5,18,12,23,6,337.5,0.0,80,40,1008,1,0
8,25,34,5,18,14,0,5,315.0,0.0,75,20,1005,0,0
8,25,34,5,18,14,0,5,315.0,0.0,75,20,1005,0,0
8,25,35,5,18,14,1,6,202.5,0.0,75,19,1004,0,1
8,26,35,5,18,15,2,5,202.5,0.1,77,18,1006,1,0
8,26,35,5,18,16,3,5,135.0,0.0,79,23,1007,0,1
8,26,34,5,18,17,4,5,112.5,0.6,81,20,1006,1,1
8,26,34,5,18,18,5,6,112.5,5.6,83,48,1005,1,1
9,25,32,5,18,18,6,6,90.0,17.2,86,60,1005,1,1
9,25,32,5,18,19,7,4,135.0,15.2,87,68,1007,1,1
9,24,30,5,18,19,7,6,202.5,10.6,87,69,1008,1,1
9,24,31,5,18,20,8,8,90.0,1.6,80,34,1010,1,1
9,24,30,5,18,21,9,8,225.0,2.4,81,56,1011,1,1
9,24,26,5,18,21,10,6,225.0,22.3,96,92,1012,1,1
9,24,28,5,18,22,11,4,180.0,28.7,94,74,1012,1,1
9,23,30,5,18,23,12,3,135.0,1.7,93,73,1012,1,1
9,24,32,5,18,0,13,4,112.5,2.6,87,61,1010,1,1
9,24,32,5,18,0,13,7,135.0,0.1,85,38,1009,1,1
9,25,33,5,18,1,14,6,135.0,0.6,82,31,1009,1,0
9,23,34,5,18,2,15,5,135.0,0.0,82,34,1008,0,1
9,22,29,5,18,2,16,10,180.0,1.9,85,39,1011,1,1
9,20,25,5,18,3,16,12,337.5,0.0,82,65,1013,1,0
9,20,29,5,18,4,17,8,315.0,0.0,75,38,1012,0,0
9,20,31,5,18,5,18,5,180.0,0.0,67,9,1012,0,0
9,21,32,5,18,6,18,5,157.5,0.0,73,25,1012,0,0
9,23,31,5,18,7,19,5,157.5,0.0,76,61,1010,0,1
9,24,29,5,18,8,20,5,90.0,12.6,85,76,1010,1,1
9,23,28,5,18,9,21,5,67.5,85.8,90,91,1010,1,1
9,24,33,5,18,10,22,8,135.0,2.3,85,53,1009,1,1
9,24,33,5,18,11,23,7,157.5,0.2,81,48,1008,1,1
9,25,33,5,18,12,0,6,135.0,0.8,84,58,1006,1,1
9,25,32,5,18,13,0,6,135.0,27.8,86,66,1006,1,1
9,24,32,5,17,14,1,5,112.5,1.7,83,49,1009,1,1
9,24,31,5,17,15,2,5,180.0,10.5,81,68,1011,1,1
9,25,32,5,17,15,3,7,225.0,11.5,80,70,1012,1,0
9,24,32,5,17,16,4,10,135.0,0.0,71,28,1013,0,0
9,22,31,5,17,17,4,9,90.0,0.0,64,9,1013,0,0
9,21,31,5,17,17,5,7,270.0,0.0,58,4,1014,0,0
10,20,31,5,17,18,6,6,202.5,0.0,58,6,1014,0,0
10,22,32,5,17,19,7,5,135.0,0.0,69,13,1012,0,1
10,23,31,5,17,19,8,7,135.0,4.8,79,56,1009,1,1
10,23,29,5,17,20,9,7,112.5,12.1,82,65,1008,1,1
10,24,29,5,17,21,10,7,135.0,15.2,83,67,1012,1,1
10,23,29,5,17,22,10,6,292.5,1.2,83,58,1015,1,0
10,22,30,5,17,22,11,5,202.5,0.0,77,46,1015,0,1
10,23,31,5,17,23,12,5,135.0,1.1,75,51,1014,1,1
10,23,32,5,17,0,13,4,225.0,0.4,73,22,1013,1,0
10,23,30,6,17,0,13,6,112.5,0.5,71,30,1014,0,0
10,23,31,6,17,1,14,6,67.5,0.0,68,15,1013,0,0
10,23,31,6,17,2,15,6,135.0,0.0,74,32,1012,0,0
10,23,32,6,17,3,15,8,135.0,0.0,75,52,1012,0,1
10,24,31,6,17,4,16,9,135.0,0.4,78,50,1012,1,0
10,24,32,6,17,5,17,11,157.5,0.0,76,38,1013,0,0
10,24,32,6,17,6,18,8,135.0,0.1,76,61,1014,0,1
10,22,26,6,17,7,19,9,202.5,3.0,81,74,1017,1,0
10,21,30,6,17,8,20,6,225.0,0.0,71,36,1016,0,1
10,23,31,6,17,9,21,6,112.5,4.2,78,47,1014,1,1
10,24,32,6,17,10,22,8,112.5,1.3,79,49,1014,1,1
10,24,30,6,17,11,23,9,112.5,1.3,81,50,1015,1,1
10,23,31,6,17,12,0,6,112.5,0.6,76,42,1015,1,0
10,23,31,6,17,13,0,5,157.5,0.0,71,33,1014,0,1
10,22,31,6,17,13,1,7,112.5,0.1,75,23,1013,1,0
10,22,31,6,17,14,2,6,112.5,0.0,76,45,1012,0,1
10,23,31,6,17,15,2,6,112.5,0.3,78,40,1012,1,1
10,23,31,6,17,15,3,9,202.5,2.5,72,43,1013,1,1
10,21,24,6,17,16,4,20,337.5,62.8,89,84,1010,1,1
10,21,27,6,17,17,5,15,292.5,24.9,83,59,1009,1,0
10,22,29,6,17,17,6,11,112.5,0.0,77,39,1013,0,0
10,18,27,6,17,18,7,11,22.5,0.0,62,22,1018,0,0
11,17,27,6,17,19,7,6,67.5,0.0,56,7,1016,0,0
11,18,28,6,17,20,8,5,135.0,0.0,69,18,1014,0,0
11,21,29,6,17,20,9,4,135.0,0.0,80,50,1013,0,1
11,21,26,6,17,21,10,9,22.5,0.9,80,81,1015,1,0
11,20,27,6,17,22,11,6,67.5,0.5,77,71,1014,0,1
11,23,27,6,17,23,11,7,90.0,2.5,86,91,1014,1,1
11,23,29,6,17,0,12,9,135.0,4.3,85,70,1012,1,1
11,23,31,6,17,0,13,12,157.5,0.6,84,66,1009,1,1
11,25,31,6,17,1,13,10,157.5,0.6,85,62,1009,1,1
11,23,31,6,17,2,14,7,112.5,10.2,84,62,1011,1,1
11,19,23,6,17,3,15,9,67.5,15.9,82,81,1017,1,1
11,19,25,6,17,4,15,4,67.5,0.0,73,47,1017,1,1
11,20,26,6,17,5,16,5,180.0,0.0,78,50,1016,1,1
11,20,28,6,17,6,17,6,157.5,0.1,81,69,1013,1,1
11,23,28,6,17,7,18,8,135.0,0.3,84,51,1014,1,1
11,20,30,6,17,8,19,7,90.0,1.2,74,59,1016,1,0
11,19,25,6,17,9,20,9,157.5,0.0,63,17,1018,0,0
11,17,26,6,17,10,22,5,90.0,0.0,66,14,1015,0,0
11,20,27,6,17,11,22,5,112.5,0.0,77,52,1015,0,1
11,23,30,6,17,11,23,8,135.0,0.1,81,59,1013,1,0
11,23,31,6,17,12,0,7,135.0,0.0,82,46,1010,0,0
11,24,33,6,17,13,0,6,135.0,0.0,76,24,1007,0,1
11,20,25,6,17,13,1,11,45.0,2.3,78,72,1013,1,1
11,18,21,6,17,14,2,5,45.0,0.0,79,86,1015,1,1
11,19,28,6,17,15,3,4,112.5,0.2,80,65,1013,1,1
11,17,23,6,17,15,4,10,90.0,7.0,79,81,1016,1,1
11,15,21,6,17,16,5,4,180.0,0.0,74,64,1016,1,1
11,17,21,6,17,17,5,4,157.5,9.3,84,70,1013,1,1
11,18,22,6,17,18,6,4,67.5,0.6,89,90,1013,1,1
11,20,26,6,17,18,7,5,157.5,0.0,88,79,1011,1,1
12,17,28,6,17,19,8,9,112.5,26.2,88,86,1012,1,1
12,15,18,6,17,20,9,7,45.0,7.9,75,75,1017,1,1
12,16,18,6,17,21,9,5,22.5,0.6,81,86,1017,1,1
12,16,21,6,17,22,10,4,90.0,0.5,77,85,1015,1,1
12,16,20,6,17,23,11,8,247.5,10.2,80,53,1018,1,0
12,14,23,6,17,24,11,5,67.5,0.0,63,20,1017,0,1
12,15,23,6,17,0,12,4,157.5,0.5,70,74,1016,1,1
12,18,22,6,17,0,13,6,180.0,2.0,76,77,1016,1,1
12,19,23,6,17,1,13,4,112.5,0.3,83,90,1014,1,1
12,20,27,6,17,2,14,8,112.5,0.2,83,69,1013,1,1
12,16,21,6,17,3,15,8,45.0,3.1,85,90,1016,1,1
12,16,19,6,17,5,16,5,67.5,1.6,84,78,1018,1,1
12,17,24,6,17,6,17,5,180.0,1.1,84,68,1016,1,0
12,20,27,6,17,7,18,7,157.5,0.0,84,58,1015,0,1
12,20,30,6,17,8,19,7,180.0,0.0,81,44,1013,1,0
12,21,29,6,17,9,20,5,225.0,0.0,76,13,1013,0,0
12,21,28,6,17,9,21,8,157.5,0.0,82,46,1013,0,1
12,16,24,6,17,10,22,12,45.0,4.5,74,73,1019,1,0
12,14,20,6,17,11,23,8,90.0,0.0,72,60,1017,0,0
12,18,25,6,17,11,0,6,157.5,0.0,84,59,1013,0,0
12,19,26,6,17,12,0,6,202.5,0.0,83,63,1013,0,1
12,14,19,6,17,13,1,12,22.5,3.0,72,90,1019,1,0
12,11,15,6,17,13,2,12,135.0,0.1,59,45,1026,0,0
12,10,19,6,17,14,3,6,90.0,0.0,61,16,1021,0,0
12,12,20,6,17,15,3,5,157.5,0.0,78,61,1017,0,1
12,17,20,6,17,15,4,5,180.0,4.1,85,97,1016,1,1
12,16,20,6,17,16,5,5,112.5,2.1,83,85,1015,1,1
12,16,20,6,17,17,6,5,90.0,0.6,83,72,1014,1,1
12,12,23,6,17,18,7,10,45.0,3.2,79,80,1015,1,0
12,10,15,6,17,19,7,16,22.5,0.0,49,38,1024,0,0
12,11,15,6,17,20,8,6,67.5,0.0,38,32,1021,0,0
1,10,17,6,17,21,9,4,157.5,0.0,44,30,1019,0,1
1,12,20,6,17,21,9,4,67.5,0.0,67,68,1017,1,1
1,11,15,6,17,22,10,11,67.5,4.1,76,94,1022,1,1
1,10,12,6,17,23,11,8,22.5,0.3,72,93,1020,1,1
1,9,14,6,17,0,11,7,22.5,0.0,68,79,1018,1,0
1,10,14,6,17,0,12,7,112.5,0.1,61,58,1019,0,0
1,10,15,6,17,1,13,5,45.0,0.0,63,55,1018,0,0
1,12,16,6,17,2,14,7,90.0,0.1,67,71,1017,0,1
1,12,15,6,17,3,15,9,45.0,0.0,58,67,1021,1,1
1,12,15,6,17,4,16,7,202.5,0.0,54,68,1021,1,1
1,10,14,6,17,5,17,9,90.0,0.0,60,76,1021,1,0
1,11,16,6,17,6,18,8,157.5,0.1,59,44,1020,0,0
1,10,22,6,17,7,19,5,135.0,0.0,60,7,1017,0,0
1,11,20,6,17,8,20,5,90.0,0.0,71,53,1017,0,1
1,15,19,6,17,9,21,5,180.0,0.7,76,87,1019,1,1
1,16,21,6,17,9,22,6,112.5,1.4,81,87,1019,1,1
1,14,19,6,17,10,23,10,67.5,8.2,85,97,1023,1,1
1,14,17,6,17,11,24,6,22.5,0.4,76,74,1025,1,0
1,13,20,6,17,11,0,4,90.0,0.0,78,67,1020,0,0
1,15,25,6,17,12,0,6,180.0,0.0,80,60,1017,0,1
1,18,25,6,17,13,1,7,112.5,0.8,83,61,1018,1,1
1,19,25,6,17,13,2,8,112.5,0.1,84,56,1018,1,1
1,17,24,6,17,14,3,8,135.0,0.0,82,59,1017,1,1
1,17,22,6,17,15,4,7,90.0,1.1,84,82,1017,1,1
1,16,20,6,17,16,4,7,90.0,1.9,70,86,1018,1,1
1,16,19,6,17,17,5,7,45.0,2.3,74,84,1018,1,1
1,15,18,6,17,18,6,6,157.5,1.8,71,76,1021,1,1
1,14,20,6,17,18,7,4,135.0,1.9,73,76,1020,1,1
1,17,21,6,17,19,7,6,180.0,0.2,81,83,1019,1,1
1,19,26,6,17,20,8,11,135.0,0.7,82,78,1018,1,1
1,20,24,6,17,21,9,10,157.5,4.5,84,70,1018,1,0
2,19,27,6,17,22,9,8,135.0,0.0,80,66,1017,0,1
2,20,25,6,17,23,10,9,135.0,0.0,80,60,1018,1,0
2,18,27,6,17,0,11,6,135.0,0.0,72,17,1016,0,1
2,19,27,6,17,0,12,8,157.5,3.5,80,51,1016,1,0
2,19,27,6,17,1,12,6,135.0,0.0,81,51,1016,0,1
2,21,28,6,17,2,13,11,135.0,0.4,79,62,1012,1,0
2,22,28,6,18,3,14,10,112.5,0.0,81,60,1009,0,1
2,15,24,6,18,4,16,11,90.0,4.7,82,89,1015,1,1
2,13,15,6,18,5,17,8,45.0,4.1,68,87,1021,1,1
2,13,19,6,18,6,18,6,90.0,0.0,66,65,1018,1,0
2,16,21,6,18,6,19,6,112.5,0.1,79,78,1016,0,1
2,16,20,6,18,7,20,8,45.0,2.3,82,88,1018,1,0
2,15,20,6,18,8,20,7,90.0,0.1,71,63,1017,0,1
2,18,23,6,18,9,21,8,112.5,0.3,79,76,1014,1,1
2,17,21,6,18,9,22,8,90.0,3.6,80,86,1016,1,0
2,16,23,6,18,10,23,6,135.0,0.1,65,55,1016,0,0
2,19,27,6,18,11,0,9,157.5,0.1,76,55,1012,0,0
2,21,27,6,18,11,0,12,135.0,0.0,81,71,1010,0,1
2,19,26,6,18,12,1,10,112.5,2.6,85,81,1012,1,1
2,16,19,6,18,13,2,7,67.5,3.0,74,97,1018,1,1
2,15,19,6,18,14,2,6,67.5,0.8,72,93,1019,1,1
2,15,19,6,18,15,3,7,67.5,1.8,66,75,1022,1,0
2,16,24,6,18,15,4,7,135.0,0.0,56,26,1021,0,0
2,15,24,6,18,16,5,8,135.0,0.0,71,36,1018,0,0
2,18,24,6,18,17,5,6,112.5,0.0,80,69,1016,0,1
2,20,28,6,18,18,6,9,135.0,0.1,81,65,1014,1,1
2,21,26,6,18,19,7,9,135.0,0.6,85,69,1012,1,1
2,22,29,6,18,20,7,14,135.0,0.7,81,66,1008,1,1
3,23,30,6,18,21,8,9,112.5,0.1,81,55,1009,1,1
3,16,25,6,18,22,9,11,67.5,6.6,78,86,1017,1,0
3,16,22,6,18,0,10,6,157.5,0.0,49,44,1023,0,0
3,16,22,6,18,0,10,6,157.5,0.0,49,44,1023,0,0
3,16,25,6,18,0,11,5,135.0,0.0,51,21,1022,0,0
3,15,26,6,18,1,12,7,135.0,0.0,63,9,1019,0,0
3,17,27,6,18,2,13,5,157.5,0.0,69,24,1019,0,0
3,18,28,6,18,3,14,8,157.5,0.0,70,20,1016,0,0
3,19,30,6,18,4,15,11,157.5,0.0,68,23,1012,0,0
3,20,28,6,18,4,16,8,112.5,0.0,78,57,1012,0,1
3,21,27,6,18,5,17,10,135.0,0.3,78,60,1013,1,1
3,21,28,6,18,6,18,12,135.0,0.8,80,76,1011,1,1
3,22,30,6,18,6,19,10,112.5,0.8,79,53,1012,1,1
3,22,27,6,18,7,20,10,112.5,4.0,82,77,1016,1,1
3,22,27,6,18,8,21,12,135.0,1.2,79,72,1016,1,1
3,22,28,6,18,8,22,14,157.5,0.4,82,70,1014,1,1
3,23,31,6,18,9,23,11,135.0,0.5,79,55,1009,1,1
3,24,29,6,18,10,23,11,112.5,2.1,82,72,1007,1,0
3,24,33,6,18,11,0,10,112.5,0.0,79,43,1006,0,0
3,24,33,6,18,12,0,8,90.0,2.4,76,41,1008,0,1
3,23,29,6,18,12,1,11,135.0,17.1,77,52,1009,1,1
3,24,30,6,18,13,2,12,135.0,0.9,79,65,1009,1,1
3,24,33,6,18,14,2,10,135.0,0.1,77,52,1008,1,0
3,25,32,6,18,15,3,9,112.5,0.0,77,45,1007,0,1
3,25,32,6,18,16,4,13,135.0,0.7,77,59,1006,1,1
3,25,32,6,18,17,4,9,112.5,0.7,80,60,1007,1,0
3,21,26,6,18,18,5,9,90.0,2.6,70,61,1010,0,1
3,23,31,6,18,19,6,8,90.0,0.5,77,52,1009,1,1
3,23,25,6,18,20,7,7,112.5,7.9,81,81,1011,1,0
3,22,29,6,18,21,7,5,67.5,1.1,82,73,1009,0,1
3,21,27,6,18,22,8,7,90.0,6.4,77,63,1012,1,1
4,22,26,5,18,23,9,6,112.5,0.4,84,70,1012,1,1
4,24,30,5,18,0,10,10,135.0,0.1,82,63,1010,1,1
4,25,32,5,18,0,11,14,135.0,0.8,83,65,1006,1,1
4,25,35,5,18,1,12,11,135.0,0.1,80,43,1001,1,0
4,24,39,5,18,2,13,6,225.0,0.0,57,17,1000,0,0
4,21,27,5,18,2,14,15,45.0,1.5,48,29,1009,0,0
4,18,27,5,18,3,15,9,90.0,0.0,51,14,1010,0,1
4,20,25,5,18,4,16,7,90.0,0.2,76,62,1010,1,1
4,22,26,5,18,4,17,6,90.0,2.7,75,69,1012,1,1
4,19,24,5,18,5,18,9,45.0,8.9,68,78,1016,1,1
4,18,23,5,18,6,19,7,67.5,0.2,59,76,1017,1,0
4,18,24,5,18,6,20,8,112.5,0.1,53,48,1018,0,0
4,18,27,5,18,7,20,6,157.5,0.0,55,24,1016,0,0
4,20,29,5,18,8,21,5,180.0,0.0,66,37,1014,0,0
4,20,30,5,18,9,22,8,135.0,0.0,68,15,1009,0,0
4,22,31,5,18,9,23,8,112.5,0.0,74,42,1005,0,0
4,22,33,5,18,10,24,8,112.5,0.0,71,25,1004,0,0
4,24,34,5,18,11,0,8,90.0,0.0,71,32,1004,0,1
4,24,36,5,18,12,0,10,135.0,0.3,71,30,1005,1,0
4,24,35,5,18,13,1,9,112.5,0.0,76,38,1007,0,1
4,24,28,5,18,14,2,11,112.5,32.9,81,74,1010,1,1
4,24,32,5,18,15,2,11,135.0,3.4,83,72,1010,1,1
4,25,33,5,18,16,3,11,135.0,0.1,82,71,1010,1,0
4,25,34,5,18,17,4,8,112.5,0.0,72,45,1009,0,0
4,24,34,5,18,18,4,7,112.5,22.2,78,41,1009,0,1
4,24,30,5,18,19,5,9,67.5,9.2,72,70,1011,1,1
4,22,29,5,18,20,6,9,112.5,4.8,83,60,1008,1,1
4,24,31,5,18,21,7,10,112.5,22.1,83,75,1008,1,1
4,24,33,5,18,22,8,10,135.0,6.5,76,56,1007,1,1
4,25,35,5,18,23,9,6,112.5,25.3,73,55,1006,1,1
5,24,28,5,18,24,10,8,135.0,162.7,80,79,1007,1,1
5,23,28,5,18,0,11,6,112.5,13.5,81,81,1007,1,1
5,23,29,5,18,0,12,8,90.0,24.4,84,87,1008,1,1
5,22,28,5,18,1,13,6,157.5,11.7,80,73,1012,1,1
5,22,30,5,18,2,14,7,135.0,1.1,78,51,1011,1,1
5,22,31,5,18,2,15,9,135.0,1.3,84,55,1009,1,1
5,23,32,5,18,3,16,8,157.5,2.2,81,55,1008,1,1
5,24,33,5,18,4,17,8,135.0,0.0,79,32,1006,1,1
5,24,34,5,18,4,18,6,112.5,7.0,76,57,1006,1,1
5,25,31,5,18,5,18,7,135.0,1.5,75,45,1006,1,0
5,23,30,5,18,6,19,8,67.5,0.3,62,33,1007,0,1
5,23,32,5,18,7,20,6,135.0,0.2,74,42,1007,1,1
5,24,34,5,18,7,21,8,135.0,0.6,80,46,1004,1,0
5,25,39,5,18,8,22,6,157.5,0.0,64,27,1001,0,0
5,28,39,5,18,9,22,9,225.0,0.0,56,27,1000,0,0
5,27,39,5,18,10,23,6,202.5,0.0,55,33,1001,0,0
5,27,34,5,18,11,24,8,112.5,2.9,78,43,1004,0,0
5,27,38,5,18,12,0,6,112.5,0.0,68,26,1003,0,0
5,28,39,5,18,12,0,6,180.0,0.0,62,21,1002,0,1
5,28,38,5,18,13,1,5,157.5,29.5,58,38,1002,1,1
5,27,34,5,18,14,2,5,112.5,20.4,66,54,1003,1,1
5,26,36,5,18,15,2,6,67.5,4.3,68,35,1004,1,1
5,27,33,5,18,16,3,6,112.5,13.4,74,56,1006,1,1
5,26,32,5,18,17,4,6,135.0,8.0,74,55,1006,1,0
5,27,35,5,18,18,5,8,157.5,0.0,67,32,1004,0,1
5,27,37,5,18,19,6,10,180.0,0.9,61,25,1003,1,0
5,28,39,5,18,20,7,6,202.5,0.0,59,26,1003,0,0
5,28,37,5,18,21,8,8,180.0,0.0,58,36,1004,0,1
5,27,34,5,18,22,9,6,90.0,5.6,75,31,1007,1,1
5,26,31,5,18,23,10,4,90.0,14.9,83,69,1009,1,1
5,26,35,5,18,0,11,7,135.0,0.4,74,45,1007,1,1
6,26,35,5,18,0,12,8,135.0,2.0,72,31,1006,1,1
6,25,32,5,18,0,13,7,135.0,13.1,80,65,1006,1,1
6,24,33,5,18,1,14,6,225.0,6.6,74,56,1007,1,1
6,25,33,5,18,2,15,7,112.5,13.3,75,58,1007,1,1
6,26,33,5,18,2,15,10,135.0,10.1,74,55,1007,1,1
6,26,33,5,18,3,16,9,157.5,1.3,70,46,1006,1,1
6,27,37,5,18,4,17,7,135.0,0.2,66,33,1003,1,0
6,27,38,5,18,4,18,6,180.0,0.0,62,23,1000,0,0
6,28,38,5,18,5,19,6,180.0,0.0,62,32,998,0,1
6,23,29,5,18,6,20,13,225.0,24.2,83,69,1005,1,1
6,22,30,5,18,7,20,7,270.0,0.4,73,54,1008,1,0
6,23,33,5,18,8,21,7,180.0,0.0,54,19,1007,0,0
6,23,34,5,18,9,22,6,157.5,0.0,52,0,1005,0,0
