month,min_temp,max_temp,sunrise,sunset,moonrise,moonset,wind_speed(km/h),wind_dir,rain(mm),humidity(%),cloud(%),pressure(mb),current_weather,weather
1,12,18,6,17,9,21,6,22.5,0.0,69,41,1025,0,0
1,12,18,6,17,10,22,5,112.5,0.0,65,28,1025,0,0
1,12,20,6,17,10,23,5,112.5,0.0,75,41,1022,0,0
1,12,23,6,17,11,0,5,202.5,0.0,81,47,1018,0,1
1,14,23,6,17,12,0,5,157.5,0.1,90,77,1017,1,1
1,15,23,6,17,12,1,5,90.0,2.9,88,73,1018,1,1
1,13,16,6,17,13,2,9,45.0,0.0,85,95,1023,1,1
1,12,15,6,17,14,3,8,90.0,0.0,78,90,1026,1,0
1,11,19,6,17,15,4,10,135.0,0.0,60,21,1029,0,0
1,8,20,6,17,16,5,6,67.5,0.0,49,2,1027,0,0
1,8,21,6,17,17,6,4,90.0,0.0,47,1,1024,0,0
1,8,22,6,17,19,7,6,135.0,0.0,50,5,1028,0,0
1,8,21,6,17,20,8,6,135.0,0.0,45,3,1030,0,0
1,7,20,6,17,21,9,5,22.5,0.0,45,5,1029,0,0
1,8,21,6,17,22,9,5,67.5,0.0,42,7,1027,0,0
1,10,23,6,17,23,10,4,202.5,0.0,52,2,1024,0,0
1,11,24,6,17,23,10,5,180.0,0.0,67,5,1020,0,1
1,13,21,6,17,0,11,4,135.0,0.5,84,58,1018,1,1
1,15,25,6,17,0,12,8,157.5,1.4,80,45,1015,1,1
1,16,26,6,17,1,12,7,135.0,2.0,80,53,1014,1,1
1,15,19,6,17,2,13,9,135.0,1.7,85,76,1019,1,0
1,15,24,6,17,3,14,6,135.0,0.0,72,34,1015,0,1
1,13,17,6,17,4,15,9,90.0,4.2,87,90,1019,1,1
1,10,13,6,17,5,16,9,45.0,1.7,78,97,1025,1,0
1,9,12,6,17,5,17,3,135.0,0.0,76,72,1021,0,1
1,10,11,6,17,6,17,7,90.0,0.3,85,94,1021,1,0
1,9,13,6,17,7,18,3,202.5,0.0,82,59,1020,0,1
1,8,18,6,17,7,19,3,157.5,0.0,80,79,1017,1,1
1,14,19,6,17,8,20,5,202.5,0.0,84,58,1018,1,0
1,11,25,6,17,8,21,4,135.0,0.0,72,2,1017,0,0
1,12,24,6,17,9,22,7,135.0,0.0,76,15,1016,0,1
2,14,19,6,17,10,23,3,67.5,0.0,91,88,1018,1,1
2,17,24,6,17,10,0,6,112.5,0.5,84,70,1017,1,1
2,17,25,6,17,11,0,6,135.0,0.0,79,53,1016,1,1
2,17,26,6,17,12,1,7,135.0,1.6,77,47,1016,1,1
2,17,25,6,17,13,2,7,135.0,0.2,77,42,1017,1,0
2,18,27,6,17,14,3,7,112.5,0.0,64,18,1018,0,0
2,15,26,6,18,15,4,8,135.0,0.0,71,13,1017,0,0
2,16,26,6,18,16,5,8,112.5,0.0,71,20,1018,0,0
2,16,27,6,18,17,6,5,90.0,0.0,68,14,1018,0,0
2,17,30,6,18,18,6,5,135.0,0.0,64,7,1016,0,0
2,17,30,6,18,19,7,10,157.5,0.0,62,7,1012,0,0
2,19,34,6,18,20,8,10,180.0,0.0,54,4,1005,0,0
2,20,36,6,18,21,8,8,202.5,0.0,40,0,1004,0,0
2,19,35,6,18,22,9,6,135.0,0.0,43,0,1006,0,0
2,21,33,6,18,23,10,10,135.0,0.0,57,0,1008,0,1
2,20,31,6,18,0,10,10,135.0,0.6,72,35,1012,1,1
2,22,29,6,18,0,11,13,135.0,3.4,72,56,1014,1,1
2,21,29,6,18,1,12,12,135.0,1.2,77,54,1013,1,1
2,21,31,6,18,2,13,14,157.5,0.9,72,52,1011,1,1
2,19,23,6,18,3,13,8,90.0,3.5,79,97,1016,1,1
2,19,24,6,18,3,14,9,135.0,0.2,83,91,1011,1,0
2,22,33,6,18,4,15,10,135.0,0.0,73,40,1006,0,0
2,22,34,6,18,5,16,10,135.0,0.0,63,16,1007,0,0
2,23,34,6,18,5,17,11,135.0,0.0,59,11,1008,0,0
2,24,34,6,18,6,18,10,135.0,0.0,66,17,1009,0,1
2,23,31,6,18,6,19,13,135.0,0.4,68,36,1010,1,1
2,23,29,6,18,7,20,12,135.0,0.9,72,58,1011,1,1
2,20,25,6,18,8,21,9,90.0,5.4,78,93,1014,1,1
3,16,20,6,18,8,22,7,22.5,2.8,80,100,1017,1,1
3,16,19,6,18,9,23,6,67.5,4.2,82,92,1017,1,1
3,16,21,6,18,10,0,4,112.5,1.1,81,87,1015,1,1
3,18,23,6,18,11,0,5,157.5,2.5,89,83,1009,1,1
3,17,23,6,18,12,1,8,67.5,1.5,87,88,1010,1,1
3,16,18,6,18,13,2,7,45.0,0.3,80,93,1016,1,0
3,14,21,6,18,14,3,7,135.0,0.0,71,56,1016,0,1
3,16,21,6,18,15,4,4,112.5,0.0,83,72,1014,1,0
3,16,26,6,18,16,4,7,180.0,0.4,68,34,1017,0,0
3,16,26,6,18,17,5,9,135.0,0.0,80,41,1012,0,1
3,21,29,6,18,18,6,8,112.5,1.0,78,45,1009,1,1
3,22,31,6,18,19,6,10,135.0,0.5,78,49,1010,1,1
3,16,27,6,18,20,7,11,90.0,11.2,77,56,1019,1,0
3,14,23,6,18,21,7,8,112.5,0.0,51,4,1024,0,0
3,13,24,6,18,22,8,6,135.0,0.0,60,6,1017,0,0
3,15,25,6,18,23,9,7,112.5,0.0,78,34,1014,0,1
3,18,27,6,18,24,10,7,112.5,0.9,83,65,1011,1,1
3,20,28,6,18,0,10,5,112.5,0.0,85,73,1010,1,1
3,21,28,6,18,0,11,7,112.5,0.4,81,65,1011,1,1
3,22,29,6,18,1,12,8,135.0,3.6,88,74,1011,1,0
3,22,33,6,18,2,13,9,135.0,0.0,75,28,1008,0,0
3,23,35,6,18,3,14,8,112.5,0.0,67,15,1007,0,0
3,23,36,6,18,3,15,7,90.0,0.0,61,25,1008,0,1
3,24,27,6,18,4,16,7,67.5,0.3,82,86,1011,1,1
3,21,24,6,18,4,17,5,67.5,4.7,89,96,1014,1,0
3,20,27,6,18,5,18,8,90.0,0.5,83,75,1012,0,0
3,21,31,6,18,6,18,8,135.0,0.0,79,49,1010,0,1
3,22,35,6,18,6,19,6,135.0,0.4,64,24,1009,1,1
3,21,25,6,18,7,20,9,67.5,0.7,78,75,1013,1,1
3,18,22,6,18,8,22,7,45.0,2.0,86,98,1015,1,1
3,17,19,6,18,9,23,6,112.5,4.0,91,100,1017,1,1
4,17,21,5,18,10,0,6,67.5,19.4,85,99,1017,1,1
4,17,21,5,18,11,0,6,135.0,8.3,85,91,1016,1,1
4,19,27,5,18,12,1,5,112.5,1.1,83,64,1014,1,1
4,20,29,5,18,13,1,8,135.0,0.4,82,57,1013,1,1
4,20,22,5,18,14,2,8,180.0,7.5,88,84,1016,1,0
4,18,26,5,18,15,3,7,180.0,0.0,67,25,1015,0,0
4,17,27,5,18,16,4,6,135.0,0.0,71,25,1014,0,1
4,19,27,5,18,17,4,8,112.5,0.6,82,73,1013,1,1
4,22,29,5,18,18,5,10,135.0,0.3,78,63,1012,1,1
4,23,27,5,18,19,5,10,135.0,6.3,85,85,1012,1,1
4,23,28,5,18,20,6,11,157.5,2.4,83,69,1011,1,1
4,23,31,5,18,21,7,9,135.0,0.0,81,44,1008,1,1
4,22,33,5,18,21,8,7,112.5,2.8,76,45,1006,1,1
4,23,32,5,18,22,8,5,112.5,3.5,75,38,1008,1,0
4,24,31,5,18,23,9,7,112.5,0.0,77,34,1005,0,0
4,23,34,5,18,0,10,7,135.0,0.0,71,31,1003,0,0
4,24,32,5,18,0,11,11,112.5,0.0,76,42,1003,0,0
4,25,35,5,18,1,12,10,135.0,0.0,72,47,1003,0,0
4,26,37,5,18,1,13,7,157.5,0.4,51,22,1002,0,1
4,25,33,5,18,2,14,8,67.5,3.8,54,47,1006,1,0
4,23,33,5,18,2,14,6,157.5,0.0,54,24,1006,0,0
4,23,33,5,18,3,15,9,135.0,0.0,62,21,1006,0,0
4,24,35,5,18,4,16,11,135.0,0.0,67,25,1005,0,1
4,26,36,5,18,4,17,8,112.5,11.1,68,39,1005,1,1
4,23,29,5,18,5,18,10,67.5,15.7,63,46,1012,1,0
4,22,30,5,18,6,19,7,112.5,0.0,51,12,1014,0,0
4,20,29,5,18,6,20,8,112.5,0.0,67,36,1013,0,1
4,22,27,5,18,7,22,8,112.5,3.0,79,82,1013,1,1
4,23,24,5,18,9,23,7,112.5,20.7,95,91,1013,1,1
4,22,26,5,18,10,23,9,112.5,2.2,90,87,1013,1,1
5,22,29,5,18,11,0,9,112.5,0.5,81,59,1014,1,0
5,22,31,5,18,12,0,5,45.0,0.0,67,34,1015,0,0
5,22,31,5,18,13,1,6,45.0,0.0,61,27,1015,0,1
5,21,31,5,18,14,2,6,180.0,0.1,64,31,1013,1,0
5,20,31,5,18,15,2,9,112.5,0.0,67,23,1011,0,1
5,23,30,5,18,16,3,10,135.0,2.7,68,54,1009,1,1
5,23,29,5,18,16,3,9,135.0,8.8,84,70,1007,1,1
5,23,28,5,18,17,4,13,135.0,15.6,89,87,1006,1,1
5,24,27,5,18,18,5,11,112.5,7.0,93,96,1005,1,1
5,24,29,5,18,19,5,10,135.0,6.8,92,77,1006,1,1
5,24,31,5,18,20,6,10,135.0,9.0,89,66,1008,1,1
5,24,31,5,18,21,7,8,135.0,3.0,88,55,1009,1,1
5,23,30,5,18,22,8,7,157.5,1.9,88,55,1008,1,1
5,23,29,5,18,23,9,8,135.0,2.9,91,51,1008,1,1
5,24,28,5,18,23,10,10,135.0,13.5,94,80,1009,1,1
5,24,29,5,18,0,11,9,157.5,15.3,95,71,1010,1,1
5,25,29,5,18,0,11,8,157.5,11.3,96,62,1010,1,1
5,25,32,5,18,0,12,7,157.5,5.3,92,68,1008,1,1
5,25,32,5,18,1,13,8,157.5,29.3,89,64,1006,1,1
5,23,29,5,18,1,14,7,67.5,27.2,92,61,1007,1,1
5,22,26,5,18,2,15,5,112.5,11.5,94,88,1009,1,1
5,23,28,5,18,3,16,5,90.0,12.7,93,72,1009,1,1
5,23,31,5,18,3,17,6,225.0,3.5,86,55,1007,1,1
5,24,33,5,18,4,18,6,135.0,0.3,87,41,1006,1,0
5,24,33,5,18,5,19,6,112.5,0.2,84,44,1006,0,1
5,24,32,5,18,6,20,6,90.0,0.8,88,55,1005,1,1
5,24,32,5,18,7,21,7,112.5,0.2,88,45,1003,1,1
5,25,32,5,18,9,22,7,90.0,28.9,90,74,1005,1,1
5,21,25,5,18,10,23,11,225.0,39.0,90,92,1011,1,0
5,22,30,5,18,11,24,7,180.0,0.0,80,43,1012,0,0
5,22,31,5,18,12,0,5,157.5,0.0,77,41,1009,0,1
6,23,31,5,18,13,0,9,157.5,5.1,86,56,1004,1,1
6,25,34,5,18,13,1,6,135.0,47.1,88,58,1001,1,1
6,25,29,5,18,14,1,8,202.5,15.0,83,61,1001,1,0
6,23,33,5,18,15,2,4,225.0,0.0,78,10,1002,0,1
6,24,33,5,18,16,3,4,90.0,0.3,77,41,1003,1,1
6,26,32,5,18,17,3,7,180.0,8.7,83,76,1002,1,1
6,25,34,5,18,18,4,7,202.5,1.6,79,51,1001,1,0
6,26,36,5,18,19,5,8,180.0,0.0,75,41,1001,0,0
6,26,36,5,18,20,6,5,157.5,0.0,77,32,1003,0,0
6,26,35,5,18,20,7,6,112.5,9.0,76,49,1004,0,1
6,26,32,5,18,21,8,6,112.5,18.0,86,47,1004,1,0
6,26,35,5,18,22,8,5,135.0,0.0,79,25,1003,0,0
6,26,33,5,18,22,9,6,202.5,4.4,78,41,1004,0,1
6,27,34,5,18,23,10,4,112.5,18.5,77,54,1003,1,1
6,26,32,5,18,23,11,5,90.0,11.3,85,54,1003,1,1
6,26,30,5,18,0,12,6,112.5,5.2,89,67,1004,1,1
6,25,31,5,18,0,13,5,112.5,4.2,88,52,1005,1,1
6,25,34,5,18,1,14,6,157.5,0.7,83,45,1003,1,0
6,26,36,5,18,1,15,4,157.5,0.0,76,33,1001,0,0
6,27,37,5,18,2,16,4,157.5,0.1,73,32,1001,0,0
6,28,38,5,18,3,17,5,180.0,0.0,69,28,1001,0,0
6,27,33,5,18,5,19,4,112.5,0.6,82,27,1003,0,0
6,27,33,5,18,5,19,4,112.5,0.6,82,27,1003,0,1
6,27,34,5,18,6,20,5,157.5,5.3,82,43,1004,1,0
6,27,35,5,18,7,21,4,180.0,0.0,76,40,1002,0,1
6,26,30,5,18,8,21,4,202.5,7.1,89,75,1002,1,1
6,25,32,5,18,9,22,5,225.0,9.4,82,60,1002,1,0
6,25,33,5,18,10,23,7,202.5,0.0,80,56,1002,0,1
6,25,34,5,18,11,23,7,180.0,0.0,79,53,1003,1,1
6,26,33,5,18,12,0,5,202.5,2.4,80,50,1005,1,1
7,26,32,5,18,13,0,3,247.5,0.7,85,58,1006,1,1
7,26,36,5,18,14,1,5,180.0,0.6,74,38,1004,1,0
7,26,33,5,18,15,1,5,225.0,0.0,84,53,1002,0,1
7,24,27,5,18,16,2,8,180.0,29.3,96,72,1002,1,1
7,24,28,5,18,17,3,9,180.0,18.2,92,74,1003,1,1
7,24,28,5,18,18,4,7,180.0,13.1,94,74,1006,1,1
7,24,32,5,18,18,5,7,180.0,21.9,84,61,1007,1,1
7,24,32,5,18,19,6,7,135.0,2.0,83,24,1006,1,1
7,25,34,5,18,20,6,6,112.5,0.4,82,29,1005,1,1
7,26,36,5,18,20,7,5,112.5,0.3,78,30,1003,1,1
7,26,35,5,18,21,8,5,112.5,3.4,79,40,1001,1,1
7,26,33,5,18,21,9,7,157.5,57.9,87,52,1001,1,1
7,25,30,5,18,22,10,9,112.5,33.0,93,72,1003,1,1
7,25,33,5,18,23,11,3,180.0,3.2,87,47,1004,1,1
7,26,34,5,18,23,11,4,112.5,0.6,84,28,1004,1,1
7,25,33,5,18,0,12,5,135.0,12.0,87,62,1003,1,1
7,25,29,5,18,0,13,6,67.5,28.9,95,82,1002,1,1
7,25,34,5,18,1,15,4,202.5,2.2,85,39,1003,1,0
7,26,36,5,18,2,16,5,202.5,1.0,81,23,1000,0,1
7,26,31,5,18,3,17,6,112.5,20.6,91,65,1003,1,1
7,26,32,5,18,4,18,5,90.0,7.0,93,69,1007,1,1
7,25,32,5,18,5,19,5,135.0,0.3,88,44,1005,1,1
7,25,33,5,18,6,19,6,135.0,0.5,86,41,1003,1,0
7,26,35,5,18,7,20,5,135.0,0.0,84,31,1002,0,1
7,27,35,5,18,8,21,5,157.5,5.8,84,46,1002,1,0
7,27,32,5,18,9,21,3,225.0,0.0,85,26,1002,0,0
7,26,36,5,18,10,22,6,225.0,0.0,77,23,1001,0,1
7,26,31,5,18,11,23,5,247.5,5.2,89,58,1002,1,1
7,26,33,5,18,12,23,4,225.0,24.6,84,59,1003,1,1
7,25,33,5,18,13,0,4,180.0,9.3,83,54,1002,1,1
7,26,31,5,18,14,0,3,112.5,14.3,91,69,1001,1,1
8,26,29,5,18,15,1,5,67.5,34.5,96,78,1003,1,1
8,25,33,5,18,16,2,4,225.0,2.6,89,39,1002,1,0
8,25,36,5,18,16,3,5,202.5,0.0,81,25,1000,0,0
8,27,36,5,18,17,3,4,225.0,1.5,83,23,999,0,1
8,27,34,5,18,18,4,5,292.5,4.5,85,44,999,1,1
8,26,34,5,18,18,5,6,292.5,27.5,85,59,999,1,1
8,26,31,5,18,19,6,8,315.0,7.8,91,71,998,1,1
8,26,33,5,18,19,7,7,225.0,5.1,87,42,998,1,1
8,26,35,5,18,20,8,6,202.5,1.5,82,43,998,1,1
8,26,34,5,18,21,9,5,225.0,2.4,87,42,1002,1,1
8,26,32,5,18,21,9,4,225.0,7.3,88,49,1005,1,1
8,26,33,5,18,22,10,5,202.5,0.5,87,41,1005,1,1
8,25,30,5,18,23,11,4,157.5,17.3,94,75,1005,1,1
8,25,31,5,18,23,12,4,157.5,10.4,92,70,1008,1,1
8,25,32,5,18,0,13,5,157.5,17.1,86,71,1008,1,1
8,25,33,5,18,0,14,7,135.0,4.0,86,50,1008,1,1
8,25,32,5,18,1,15,8,135.0,11.9,88,61,1010,1,1
8,25,33,5,18,3,16,7,135.0,4.6,87,55,1010,1,1
8,25,33,5,18,4,17,6,135.0,2.7,86,25,1010,1,1
8,25,34,5,18,5,18,6,157.5,0.3,85,27,1008,1,1
8,26,34,5,18,6,19,7,135.0,1.1,85,26,1006,1,1
8,25,31,5,18,7,19,6,135.0,18.1,89,54,1007,1,1
8,24,33,5,18,8,20,3,180.0,0.9,84,52,1009,1,0
8,25,35,5,18,9,21,4,225.0,0.0,82,15,1009,0,0
8,24,34,5,18,10,21,4,157.5,0.0,78,18,1009,0,0
8,24,35,5,18,11,22,4,157.5,0.0,75,20,1008,0,0
8,25,34,5,18,12,23,5,135.0,0.0,76,7,1008,0,1
8,25,33,5,18,13,24,5,180.0,0.7,84,33,1008,1,1
8,25,34,5,18,14,0,5,135.0,2.0,85,48,1008,1,1
8,26,32,5,18,14,0,4,90.0,24.8,87,65,1009,1,1
8,26,31,5,18,15,1,5,180.0,9.8,91,70,1010,1,1
9,25,32,5,18,16,2,4,135.0,1.9,87,52,1010,1,1
9,24,32,5,18,16,3,4,180.0,2.9,87,46,1008,1,0
9,25,34,5,18,17,4,4,202.5,0.0,83,25,1007,0,1
9,25,34,5,18,17,5,5,225.0,0.6,81,25,1006,1,0
9,25,34,5,18,18,6,5,180.0,0.0,80,14,1005,0,0
9,25,34,5,18,19,6,4,112.5,0.0,80,31,1005,0,0
9,25,35,5,18,19,7,4,135.0,0.0,76,16,1007,0,1
9,25,35,5,18,20,8,5,202.5,0.4,75,18,1008,1,0
9,25,36,5,18,21,9,5,157.5,0.0,73,14,1008,0,0
9,25,35,5,18,21,10,4,157.5,0.0,74,20,1007,0,1
9,25,33,5,18,22,11,9,180.0,10.0,81,47,1006,1,1
9,25,28,5,18,23,12,15,67.5,50.7,97,91,1007,1,1
9,25,31,5,18,0,13,4,112.5,15.8,94,66,1009,1,0
9,25,34,5,18,0,14,4,270.0,0.0,84,31,1007,0,1
9,26,35,5,18,1,15,7,225.0,25.9,83,36,1003,1,1
9,25,28,5,18,3,16,5,135.0,50.3,95,79,1006,1,1
9,25,30,5,18,4,16,4,90.0,10.7,94,76,1010,1,1
9,24,33,5,18,5,17,5,157.5,0.2,87,37,1010,1,0
9,25,35,5,18,6,18,5,180.0,0.0,82,26,1008,0,0
9,26,36,5,18,7,18,5,180.0,0.0,79,14,1008,0,1
9,24,29,5,18,8,19,9,225.0,23.4,89,74,1011,1,1
9,22,30,5,18,9,20,5,180.0,1.2,84,48,1012,1,0
9,23,32,5,18,10,21,4,202.5,0.0,78,21,1009,0,1
9,24,32,5,18,11,21,6,180.0,2.8,82,52,1009,1,1
9,24,29,5,17,11,22,7,112.5,27.0,95,75,1009,1,1
9,24,30,5,17,12,23,6,225.0,12.1,94,60,1010,1,1
9,24,31,5,17,13,0,10,337.5,1.3,89,30,1009,1,0
9,23,32,5,17,14,0,13,337.5,0.0,78,7,1007,0,1
9,24,26,5,17,14,1,12,315.0,0.0,84,62,1007,1,1
9,22,25,5,17,15,2,14,337.5,19.4,88,73,1009,1,1
10,22,25,5,17,15,3,10,337.5,17.8,95,81,1012,1,1
10,23,31,5,17,16,4,5,292.5,0.2,91,59,1013,1,1
10,24,33,5,17,17,4,5,225.0,0.6,81,26,1011,1,0
10,24,33,5,17,17,5,4,180.0,0.0,78,10,1012,0,0
10,25,33,5,17,18,6,5,225.0,0.0,74,18,1012,0,0
10,22,33,5,17,19,7,5,225.0,0.0,66,2,1011,0,0
10,22,33,5,17,19,8,4,225.0,0.0,68,3,1010,0,0
10,21,32,5,17,20,9,5,157.5,0.0,72,26,1009,0,0
10,22,32,5,17,21,10,5,180.0,0.0,76,26,1009,0,1
10,23,30,5,17,22,11,5,112.5,5.8,87,55,1011,1,1
10,23,29,6,17,23,12,6,135.0,3.5,85,53,1013,1,0
10,23,32,6,17,0,13,8,202.5,0.0,72,29,1013,0,1
10,21,25,6,17,0,14,12,337.5,31.6,91,80,1012,1,1
10,19,21,6,17,1,14,14,292.5,75.5,95,99,1015,1,1
10,19,23,6,17,2,15,10,292.5,55.1,96,91,1016,1,0
10,20,29,6,17,3,16,5,315.0,0.0,88,45,1014,0,1
10,22,31,6,17,4,16,5,225.0,0.6,85,42,1010,1,0
10,22,32,6,17,5,17,3,157.5,0.0,81,11,1009,0,1
10,23,32,6,17,6,18,3,202.5,0.3,80,23,1010,1,1
10,23,27,6,17,7,18,9,202.5,4.3,90,73,1012,1,1
10,21,28,6,17,8,19,8,180.0,1.8,85,75,1014,1,1
10,21,23,6,17,9,20,6,225.0,3.9,92,78,1016,1,0
10,20,30,6,17,10,21,6,180.0,0.0,82,26,1013,0,0
10,20,31,6,17,11,22,6,157.5,0.0,84,38,1011,0,1
10,24,28,6,17,12,23,7,135.0,3.9,87,57,1012,1,1
10,23,29,6,17,12,0,6,112.5,0.6,88,42,1014,1,1
10,22,28,6,17,13,0,7,112.5,0.2,89,49,1014,1,1
10,22,30,6,17,13,1,8,135.0,2.1,85,44,1016,1,1
10,21,28,6,17,14,1,5,112.5,0.6,88,50,1016,1,1
10,19,30,6,17,15,3,4,90.0,0.1,82,34,1015,1,1
10,19,30,6,17,15,3,4,90.0,0.1,82,34,1015,1,0
11,21,30,6,17,16,4,9,180.0,0.0,79,37,1018,0,0
11,19,25,6,17,16,5,12,67.5,0.0,62,20,1024,0,0
11,15,23,6,17,17,6,6,90.0,0.0,53,21,1025,0,0
11,15,24,6,17,18,7,4,202.5,0.0,57,33,1022,0,0
11,15,26,6,17,19,8,4,247.5,0.0,57,6,1019,0,0
11,15,28,6,17,20,9,5,225.0,0.0,58,21,1015,0,0
11,19,31,6,17,21,10,4,180.0,0.0,72,7,1012,0,0
11,20,31,6,17,22,11,6,157.5,0.0,78,36,1011,0,0
11,22,32,6,17,23,12,6,157.5,0.0,76,31,1007,0,0
11,23,33,6,17,0,12,5,157.5,0.0,71,8,1004,0,0
11,23,34,6,17,0,13,6,180.0,0.0,65,5,1005,0,1
11,20,32,6,17,1,14,9,112.5,0.4,76,38,1011,1,1
11,17,21,6,17,2,14,7,67.5,0.0,77,66,1017,1,1
11,17,22,6,17,3,15,6,67.5,0.0,67,75,1014,1,1
11,15,19,6,17,4,16,7,67.5,4.6,87,100,1012,1,1
11,13,15,6,17,5,16,8,22.5,0.4,90,100,1018,1,0
11,12,17,6,17,6,17,9,22.5,0.0,69,49,1025,0,0
11,10,18,6,17,7,18,6,67.5,0.0,57,38,1024,0,0
11,11,18,6,17,8,19,6,67.5,0.0,60,32,1025,0,0
11,11,16,6,17,9,20,10,67.5,0.0,60,48,1028,0,0
11,11,18,6,17,10,21,10,135.0,0.0,61,37,1027,0,0
11,11,22,6,17,10,22,5,247.5,0.0,59,18,1023,0,0
11,12,24,6,17,11,22,4,202.5,0.0,57,5,1019,0,0
11,13,26,6,17,11,23,5,202.5,0.0,68,9,1016,0,1
11,14,27,6,17,12,0,4,180.0,0.1,76,28,1015,1,1
11,16,27,6,17,12,0,6,135.0,0.1,76,38,1014,1,1
11,19,27,6,17,13,1,6,135.0,1.8,76,46,1016,1,1
11,18,28,6,17,14,2,5,112.5,0.9,78,39,1017,1,1
11,18,26,6,17,14,3,7,112.5,0.2,80,38,1019,1,1
11,18,26,6,17,15,4,6,90.0,0.1,78,38,1021,1,0
12,16,25,6,17,16,5,6,90.0,0.0,70,22,1021,0,0
12,16,26,6,17,17,6,6,67.5,0.2,68,40,1021,0,0
12,15,24,6,17,18,7,8,67.5,0.0,60,26,1022,0,0
12,14,24,6,17,19,8,5,90.0,0.0,70,30,1019,0,0
12,16,24,6,17,20,9,4,180.0,0.0,63,30,1019,0,0
12,14,26,6,17,21,10,7,135.0,0.0,72,22,1015,0,1
12,18,27,6,17,22,10,6,135.0,0.9,76,52,1014,1,1
12,19,26,6,17,23,11,8,135.0,3.9,81,70,1014,1,1
12,19,24,6,17,0,12,9,135.0,2.4,86,71,1014,1,1
12,18,27,6,17,0,12,6,112.5,1.2,83,62,1014,1,0
12,19,29,6,17,1,13,10,157.5,0.0,76,46,1013,0,0
12,20,29,6,17,2,14,10,157.5,0.0,78,44,1015,0,1
12,18,27,6,17,3,14,8,135.0,1.6,79,39,1016,1,1
12,18,29,6,17,4,15,10,157.5,1.5,77,47,1015,1,1
12,18,30,6,17,5,16,8,135.0,0.3,73,64,1016,1,1
12,16,19,6,17,6,17,7,45.0,0.0,73,94,1020,1,1
12,12,16,6,17,7,18,8,90.0,0.0,78,92,1023,1,1
12,12,16,6,17,7,19,6,112.5,0.0,73,95,1025,1,1
12,12,16,6,17,8,19,7,22.5,0.0,67,94,1028,1,1
12,12,14,6,17,9,20,6,180.0,0.0,66,74,1027,1,0
12,12,18,6,17,9,21,4,90.0,0.0,63,40,1025,0,0
12,11,23,6,17,10,22,4,225.0,0.0,69,28,1019,0,0
12,14,26,6,17,10,23,6,180.0,0.0,82,49,1016,0,0
12,15,27,6,17,11,24,5,135.0,0.0,77,35,1014,0,1
12,18,26,6,17,12,0,5,112.5,3.1,85,76,1014,1,1
12,19,25,6,17,12,0,6,135.0,1.0,83,61,1012,1,1
12,14,23,6,17,13,1,10,67.5,3.7,83,76,1016,1,0
12,14,19,6,17,14,2,5,112.5,0.0,65,30,1017,0,1
12,15,23,6,17,14,3,3,157.5,0.3,83,55,1012,1,1
12,15,20,6,17,15,4,5,135.0,0.8,87,93,1014,1,1
12,17,19,6,17,17,5,5,90.0,1.4,87,99,1015,1,1
1,17,18,6,17,18,6,5,45.0,2.3,92,100,1015,1,1
1,17,19,6,17,19,7,5,157.5,2.5,90,94,1016,1,1
1,17,20,6,17,20,8,4,90.0,0.0,89,77,1016,1,1
1,17,25,6,17,21,9,7,135.0,0.0,90,82,1011,1,1
1,19,29,6,17,22,10,6,157.5,0.0,83,58,1010,1,1
1,16,20,6,17,23,10,7,45.0,3.4,88,98,1016,1,1
1,14,17,6,17,0,11,7,22.5,4.4,90,100,1019,1,1
1,13,19,6,17,0,12,7,157.5,0.7,82,54,1019,1,1
1,13,24,6,17,1,12,7,135.0,0.0,89,69,1014,1,1
1,17,24,6,17,2,13,7,157.5,0.3,83,63,1014,1,1
1,13,16,6,17,3,14,9,22.5,1.0,86,100,1020,1,1
1,11,13,6,17,4,15,7,157.5,0.3,83,73,1025,1,0
1,11,13,6,17,5,16,5,135.0,0.0,78,58,1026,0,0
1,10,17,6,17,5,16,3,135.0,0.0,73,43,1024,0,0
1,12,22,6,17,6,17,6,90.0,0.4,80,62,1022,0,1
1,15,18,6,17,7,18,6,247.5,0.9,86,73,1025,1,0
1,14,23,6,17,7,19,4,135.0,0.0,79,44,1025,0,0
1,13,24,6,17,8,20,5,180.0,0.0,78,8,1022,0,0
1,14,25,6,17,8,21,5,157.5,0.0,80,6,1018,0,1
1,17,23,6,17,9,21,3,225.0,0.6,90,69,1018,1,1
1,19,20,6,17,10,22,5,315.0,25.3,97,100,1017,1,1
1,15,20,6,17,10,23,8,135.0,51.3,96,100,1018,1,1
1,13,14,6,17,11,0,6,45.0,14.6,95,92,1021,1,1
1,14,18,6,17,11,0,4,157.5,0.0,93,79,1020,1,1
1,14,17,6,17,12,1,4,67.5,2.2,93,98,1022,1,1
1,14,16,6,17,13,2,4,45.0,0.0,90,97,1022,1,1
1,14,21,6,17,14,3,3,180.0,0.0,91,81,1018,1,1
1,14,23,6,17,15,4,4,90.0,0.0,93,70,1016,1,1
1,18,24,6,17,16,5,5,112.5,1.7,94,85,1016,1,1
1,19,28,6,17,18,6,10,157.5,0.1,87,51,1014,1,1
1,20,30,6,17,19,7,7,157.5,0.0,83,34,1013,1,0
2,19,29,6,17,20,7,7,135.0,0.0,82,26,1012,0,1
